Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_geographiques;Departement
77178;FAY LES NEMOURS;77167;;FAY LES NEMOURS;48.227619898, 2.664028675;77
77267;LA MADELEINE SUR LOING;77570;;LA MADELEINE SUR LOING;48.205698857, 2.701546792;77
77371;POMMEUSE;77515;;POMMEUSE;48.817906114, 3.006475472;77
77382;QUINCY VOISINS;77860;;QUINCY VOISINS;48.898918306, 2.877889871;77
78499;PONTHEVRARD;78730;;PONTHEVRARD;48.549973861, 1.907881026;78
78571;ST NOM LA BRETECHE;78860;LA BRETECHE;ST NOM LA BRETECHE;48.863157933, 2.018960257;78
91047;BAULNE;91590;;BAULNE;48.495262414, 2.381133504;91
91075;BOIS HERPIN;91150;;BOIS HERPIN;48.372187518, 2.243716575;91
91085;BOISSY SOUS ST YON;91790;;BOISSY SOUS ST YON;48.550090338, 2.212972884;91
91129;CERNY;91590;;CERNY;48.486172978, 2.310667669;91
91318;JANVILLE SUR JUINE;91510;;JANVILLE SUR JUINE;48.500973869, 2.253406735;91
91560;ST JEAN DE BEAUREGARD;91940;VILLEZIERS;ST JEAN DE BEAUREGARD;48.665836914, 2.172226269;91
91578;ST SULPICE DE FAVIERES;91910;;ST SULPICE DE FAVIERES;48.535680665, 2.180494001;91
91593;SERMAISE;91530;;SERMAISE;48.53083456, 2.088227102;91
91600;SOISY SUR SEINE;91450;;SOISY SUR SEINE;48.66004425, 2.462899971;91
92032;FONTENAY AUX ROSES;92260;;FONTENAY AUX ROSES;48.789655005, 2.286844555;92
94001;ABLON SUR SEINE;94480;;ABLON SUR SEINE;48.724658139, 2.421257167;94
95323;JOUY LE MOUTIER;95280;JOUY LA FONTAINE;JOUY LE MOUTIER;49.010991384, 2.033483228;95
95445;NERVILLE LA FORET;95590;;NERVILLE LA FORET;49.090424616, 2.276806471;95
77004;ANDREZEL;77390;;ANDREZEL;48.614335002, 2.806723353;77
77093;LA CHAPELLE MOUTILS;77320;MOUTILS;LA CHAPELLE MOUTILS;48.777635331, 3.382424168;77
77098;CHATEAUBLEAU;77370;;CHATEAUBLEAU;48.582510465, 3.108747156;77
77167;EGLIGNY;77126;;EGLIGNY;48.439983633, 3.124089639;77
77210;LA GRANDE PAROISSE;77130;;LA GRANDE PAROISSE;48.391610154, 2.898136897;77
77243;LAGNY SUR MARNE;77400;;LAGNY SUR MARNE;48.873765153, 2.708647026;77
77248;LESCHES;77450;;LESCHES;48.915237878, 2.792919994;77
77276;MAREUIL LES MEAUX;77100;;MAREUIL LES MEAUX;48.923446118, 2.869532744;77
77347;LES ORMES SUR VOULZIE;77134;;LES ORMES SUR VOULZIE;48.45953881, 3.22442585;77
77358;PENCHARD;77124;;PENCHARD;48.991133744, 2.858319348;77
77450;SERVON;77170;;SERVON;48.714730715, 2.591727479;77
77470;TOURNAN EN BRIE;77220;;TOURNAN EN BRIE;48.739544781, 2.777774264;77
77533;VULAINES SUR SEINE;77870;;VULAINES SUR SEINE;48.431620981, 2.769684866;77
78138;CHANTELOUP LES VIGNES;78570;;CHANTELOUP LES VIGNES;48.975853364, 2.032251522;78
78162;CHOISEL;78460;;CHOISEL;48.674255644, 2.015279196;78
78608;LE TERTRE ST DENIS;78980;;LE TERTRE ST DENIS;48.94283572, 1.60729331;78
78638;VAUX SUR SEINE;78740;;VAUX SUR SEINE;49.009639344, 1.974031736;78
78688;VOISINS LE BRETONNEUX;78960;;VOISINS LE BRETONNEUX;48.758850717, 2.048479256;78
91093;BOULLAY LES TROUX;91470;;BOULLAY LES TROUX;48.675830139, 2.04925908;91
91186;COURSON MONTELOUP;91680;;COURSON MONTELOUP;48.598584494, 2.142144827;91
91244;FONTENAY LE VICOMTE;91540;;FONTENAY LE VICOMTE;48.547225879, 2.400248804;91
91294;GUILLERVAL;91690;;GUILLERVAL;48.368041024, 2.075882945;91
92073;SURESNES;92150;;SURESNES;48.870018531, 2.220022482;92
94079;VILLIERS SUR MARNE;94350;;VILLIERS SUR MARNE;48.826149296, 2.545285598;94
95059;BERVILLE;95810;;BERVILLE;49.192304503, 2.070134653;95
95150;CHAUSSY;95710;;CHAUSSY;49.113149518, 1.703506273;95
95212;EPIAIS LES LOUVRES;95380;;EPIAIS LES LOUVRES;49.030505299, 2.548712357;95
95253;FREMAINVILLE;95450;;FREMAINVILLE;49.066348155, 1.870266119;95
77305;MONTEREAU FAULT YONNE;77130;;MONTEREAU FAULT YONNE;48.389914088, 2.961774637;77
77319;MORTERY;77160;;MORTERY;48.591859361, 3.248330367;77
77354;PAMFOU;77830;;PAMFOU;48.468477987, 2.864276256;77
77368;POIGNY;77160;;POIGNY;48.545158013, 3.277404571;77
77435;ST SAUVEUR SUR ECOLE;77930;;ST SAUVEUR SUR ECOLE;48.499651763, 2.534374815;77
77469;TOUQUIN;77131;;TOUQUIN;48.732983624, 3.028843282;77
78185;COURGENT;78790;;COURGENT;48.895674602, 1.659474038;78
78311;HOUILLES;78800;;HOUILLES;48.926569957, 2.187259332;78
78343;LES LOGES EN JOSAS;78350;;LES LOGES EN JOSAS;48.762163764, 2.139405128;78
78439;MULCENT;78790;;MULCENT;48.878647161, 1.651870214;78
78506;PRUNAY EN YVELINES;78660;CRACHES;PRUNAY EN YVELINES;48.526366733, 1.804987527;78
78643;VERNOUILLET;78540;MARSINVAL;VERNOUILLET;48.965100541, 1.974571132;78
91105;BREUILLET;91650;;BREUILLET;48.571867865, 2.164342054;91
91248;LA FORET STE CROIX;91150;;LA FORET STE CROIX;48.384545375, 2.230672642;91
91667;VILLEMOISSON SUR ORGE;91360;;VILLEMOISSON SUR ORGE;48.661326984, 2.330542445;91
92072;SEVRES;92310;;SEVRES;48.820931268, 2.209262898;92
93015;COUBRON;93470;;COUBRON;48.917625823, 2.576326794;93
94053;NOISEAU;94880;;NOISEAU;48.774206475, 2.554580908;94
95157;CHERENCE;95510;;CHERENCE;49.09143044, 1.681247295;95
95169;COMMENY;95450;;COMMENY;49.126529097, 1.888255192;95
95287;GRISY LES PLATRES;95810;;GRISY LES PLATRES;49.133084359, 2.048188853;95
95306;HERBLAY SUR SEINE;95220;;HERBLAY SUR SEINE;49.00057638, 2.150144707;95
95341;LIVILLIERS;95300;;LIVILLIERS;49.100162399, 2.09409965;95
95523;LA ROCHE GUYON;95780;;LA ROCHE GUYON;49.088264977, 1.634202489;95
75103;PARIS 03;75003;;PARIS;48.86287791, 2.3599986;75
77002;AMILLIS;77120;;AMILLIS;48.735332725, 3.135102125;77
77073;CHALAUTRE LA PETITE;77160;;CHALAUTRE LA PETITE;48.527021892, 3.315962281;77
77079;CHAMPAGNE SUR SEINE;77430;;CHAMPAGNE SUR SEINE;48.408982002, 2.807741767;77
77081;CHAMPDEUIL;77390;;CHAMPDEUIL;48.622114221, 2.731171399;77
77122;COMBS LA VILLE;77380;;COMBS LA VILLE;48.657791397, 2.574880277;77
77126;CONGIS SUR THEROUANNE;77440;;CONGIS SUR THEROUANNE;49.011992691, 2.978795309;77
77188;FONTAINE LE PORT;77590;;FONTAINE LE PORT;48.484274211, 2.766948671;77
77190;FONTAINS;77370;;FONTAINS;48.521258648, 3.007035978;77
77196;FRESNES SUR MARNE;77410;;FRESNES SUR MARNE;48.941461894, 2.740131495;77
77211;GRANDPUITS BAILLY CARROIS;77720;BAILLY CARROIS;GRANDPUITS BAILLY CARROIS;48.582092956, 2.976328303;77
77252;LIMOGES FOURCHES;77550;;LIMOGES FOURCHES;48.626692276, 2.669322018;77
77326;NANDY;77176;;NANDY;48.581998184, 2.548463443;77
77373;PONTAULT COMBAULT;77340;;PONTAULT COMBAULT;48.786864927, 2.613875011;77
77377;PRESLES EN BRIE;77220;;PRESLES EN BRIE;48.712982264, 2.736900596;77
77484;VAUCOURTOIS;77580;;VAUCOURTOIS;48.898865314, 2.957567778;77
78049;BAZEMONT;78580;;BAZEMONT;48.931891093, 1.873892315;78
78104;BREUIL BOIS ROBERT;78930;;BREUIL BOIS ROBERT;48.943691089, 1.714504706;78
78231;FAVRIEUX;78200;;FAVRIEUX;48.944710795, 1.64238944;78
78290;GUERNES;78520;;GUERNES;49.015237832, 1.641900736;78
78349;LONGVILLIERS;78730;;LONGVILLIERS;48.574070133, 1.998976275;78
78559;ST ILLIERS LE BOIS;78980;;ST ILLIERS LE BOIS;48.965025, 1.510472049;78
91100;BOUVILLE;91880;;BOUVILLE;48.432613975, 2.27889116;91
92024;CLICHY;92110;;CLICHY;48.904081231, 2.305966988;92
93027;LA COURNEUVE;93120;;LA COURNEUVE;48.932264849, 2.399334869;93
93039;L ILE ST DENIS;93450;;L ILE ST DENIS;48.934598747, 2.339282752;93
93077;VILLEMOMBLE;93250;;VILLEMOMBLE;48.884598329, 2.509276261;93
95218;ERAGNY;95610;;ERAGNY SUR OISE;49.020680055, 2.10161862;95
95331;LASSY;95270;;LASSY;49.094745682, 2.437793086;95
95491;LE PLESSIS BOUCHARD;95130;;LE PLESSIS BOUCHARD;49.003349254, 2.233942352;95
95625;US;95450;;US;49.104859776, 1.957893164;95
77046;BOULANCOURT;77760;;BOULANCOURT;48.261744721, 2.451069379;77
77114;CHEVRY COSSIGNY;77173;;CHEVRY COSSIGNY;48.723292532, 2.6765377;77
77144;CREVECOEUR EN BRIE;77610;;CREVECOEUR EN BRIE;48.755998749, 2.907615715;77
77217;GRISY SUISNES;77166;SUISNES;GRISY SUISNES;48.684832308, 2.676033206;77
77219;GUERARD;77580;;GUERARD;48.818642344, 2.951322965;77
77232;ISLES LES VILLENOY;77450;;ISLES LES VILLENOY;48.916386461, 2.831421336;77
77245;LAVAL EN BRIE;77148;;LAVAL EN BRIE;48.454809583, 2.97584247;77
77268;MAGNY LE HONGRE;77700;;MAGNY LE HONGRE;48.867486123, 2.814284379;77
77310;MONTIGNY LE GUESDIER;77480;;MONTIGNY LE GUESDIER;48.381313121, 3.250050513;77
77421;ST MARS VIEUX MAISONS;77320;;ST MARS VIEUX MAISONS;48.737755116, 3.319855573;77
78007;AIGREMONT;78240;;AIGREMONT;48.900911659, 2.016319442;78
78124;CARRIERES SUR SEINE;78420;;CARRIERES SUR SEINE;48.911635273, 2.178815749;78
78158;LE CHESNAY ROCQUENCOURT;78150;ROCQUENCOURT;LE CHESNAY ROCQUENCOURT;48.829192097, 2.119984317;78
78189;CRESPIERES;78121;;CRESPIERES;48.88209244, 1.920844959;78
78193;DAMPIERRE EN YVELINES;78720;;DAMPIERRE EN YVELINES;48.703796521, 1.973145747;78
78239;FOLLAINVILLE DENNEMONT;78520;;FOLLAINVILLE DENNEMONT;49.023296013, 1.708532322;78
78310;HOUDAN;78550;;HOUDAN;48.798129815, 1.596685402;78
78335;LIMAY;78520;;LIMAY;48.994501802, 1.740079015;78
78451;NEZEL;78410;;NEZEL;48.942454774, 1.839268887;78
78516;RAIZEUX;78125;;RAIZEUX;48.636511776, 1.689128022;78
78565;ST MARTIN DES CHAMPS;78790;;ST MARTIN DES CHAMPS;48.877979849, 1.719392864;78
78644;LA VERRIERE;78320;;LA VERRIERE;48.753963729, 1.95082534;78
91130;CHALO ST MARS;91780;;CHALO ST MARS;48.416663943, 2.051573337;91
91525;ROINVILLE;91410;;ROINVILLE;48.516657035, 2.052445161;91
92046;MALAKOFF;92240;;MALAKOFF;48.816575085, 2.296075861;92
94047;MANDRES LES ROSES;94520;;MANDRES LES ROSES;48.70599764, 2.548010574;94
95598;SOISY SOUS MONTMORENCY;95230;;SOISY SOUS MONTMORENCY;48.988369645, 2.300855606;95
75116;PARIS 16;75016;;PARIS;48.860373457, 2.261967959;75
77067;CESSON;77240;;CESSON;48.564774863, 2.595138436;77
77135;COURPALAY;77540;;COURPALAY;48.643381071, 2.954123514;77
77220;GUERCHEVILLE;77760;;GUERCHEVILLE;48.260216293, 2.557567409;77
77259;LONGPERRIER;77230;;LONGPERRIER;49.050939107, 2.655506945;77
77357;PECY;77970;;PECY;48.646317766, 3.074776236;77
